Country,Age,Count,Education level,Gender,Industry,Org,Org size,Role group,Role group Avg,Role,Problems,Prob_RoleGroup [%],Prob_RoleGroup Avg [%],Hope,Hope_RoleGroup [%],,,,,,
Singapore,26-41,1,Bachelor's degree,Male,,Commercial (for-profit) entity,,Data science,Data science,Data Engineer,,,,,,,,,,,
India,26-41,1,Master's degree,Male,Healthcare,Commercial (for-profit) entity,"10,001",Data science,Data science,ML Engineer,Lack of diversity and inclusion in the profession,0.2,0.2,More specialized data science hardware,0.1678,,,,,,
United States,42-57,1,Some college,Female,,,,Education,Others avg.,Student,,,,,,,,,,,
India,18-25,1,Bachelor's degree,Male,,,,Education,Others avg.,Student,,,,,,,,,,,
Australia,42-57,1,Master's degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,,,,,,,,,,,
Israel,26-41,1,Master's degree,Male,Construction,Government agency,"201-1,000",Data science,Data science,Data Scientist,,,,,,,,,,,
Nigeria,26-41,1,Bachelor's degree,Male,Healthcare,Government agency,"201-1,000",Business professional,Others avg.,Business Analyst,,,,,,,,,,,
Australia,42-57,1,Bachelor's degree,Male,Government,Government agency,"5,001-10,000",Scientists,Others avg.,Applied Scientist,Advanced information warfare,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
Germany,42-57,1,Doctoral degree,Male,Consulting,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Scientist,Other (please indicate below),0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
Ethiopia,42-57,1,Master's degree,Female,,Government agency,,Business professional,Others avg.,Line-of-Business Manager,,,,,,,,,,,
Kenya,26-41,1,Bachelor's degree,Male,,,,Education,Others avg.,Student,Lack of diversity and inclusion in the profession,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
India,26-41,1,Bachelor's degree,Male,Professional Services,Commercial (for-profit) entity,1-200,Data science,Data science,ML Engineer,,,,,,,,,,,
Switzerland,42-57,1,Bachelor's degree,Male,,Educational institution,,Scientists,Others avg.,Applied Scientist,Social impacts from bias in data and models,0.4,0.03877471888,Other (please indicate below),0.4098,,,,,,
China,26-41,1,Master's degree,Male,,,,Education,Others avg.,Student,,,,,,,,,,,
India,18-25,1,Bachelor's degree,Male,Consulting,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Business Analyst,,,,,,,,,,,
Tanzania,26-41,1,Bachelor's degree,Male,Research & Development,Commercial (for-profit) entity,1-200,Other,Others avg.,Other (please indicate below),,,,,,,,,,,
United States,68-100,1,Master's degree,Male,Consulting,Not-for-profit organization,1-200,Business professional,Others avg.,Business Analyst,Other (please indicate below),0.3,0.03877471888,Further innovation in vendor-specific data science products,0.2976,,,,,,
United Arab Emirates,26-41,1,Bachelor's degree,Male,Transportation & Logistics,Commercial (for-profit) entity,"10,001",Data science,Data science,Data Scientist,,,,,,,,,,,
Mexico,18-25,1,Bachelor's degree,Male,Consulting,Commercial (for-profit) entity,1-200,Data science,Data science,Data Scientist,,,,,,,,,,,
Spain,42-57,1,Master's degree,Male,Transportation & Logistics,Government agency,"10,001",Other,Others avg.,Other (please indicate below),,,,,,,,,,,
Germany,42-57,1,Master's degree,Male,Research & Development,Commercial (for-profit) entity,"5,001-10,000",Business professional,Others avg.,Business Analyst,,,,,,,,,,,
Mexico,26-41,1,Some college,Male,,Educational institution,,Data science,Data science,Data Scientist,,,,,,,,,,,
Philippines,26-41,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,1-200,Other,Others avg.,Other (please indicate below),,,,,,,,,,,
Morocco,58-67,1,Doctoral degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,,,,,,,,,,,
United States,26-41,1,Master's degree,Male,Construction,Commercial (for-profit) entity,"5,001-10,000",Business professional,Others avg.,Business Analyst,,,,,,,,,,,
India,18-25,1,Some college,Male,,,,Scientists,Others avg.,Research Scientist,,,,,,,,,,,
Turkey,42-57,1,Master's degree,Male,Technology,Commercial (for-profit) entity,"1,001-3,000",Business professional,Others avg.,Line-of-Business Manager,,,,,,,,,,,
United States,26-41,1,Master's degree,Male,Finance,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Product Manager,Advanced information warfare,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
Malaysia,26-41,1,Master's degree,Male,Telecommunications,Commercial (for-profit) entity,1-200,Data science,Data science,Data Engineer,,,,,,,,,,,
Qatar,18-25,1,High School or equivalent,Female,,,,Education,Others avg.,Student,,,,,,,,,,,
India,26-41,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,"1,001-3,000",Data science,Data science,ML Engineer,,,,,,,,,,,
India,26-41,1,Master's degree,Male,Telecommunications,Commercial (for-profit) entity,"10,001",Business professional,Others avg.,Product Manager,,,,,,,,,,,
United Kingdom,42-57,1,Master's degree,Male,,Commercial (for-profit) entity,,Other,Others avg.,Other (please indicate below),,,,,,,,,,,
India,18-25,1,High School or equivalent,Female,,,,Education,Others avg.,Student,Social impacts from bias in data and models,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
India,26-41,1,Doctoral degree,Male,,Educational institution,,Scientists,Others avg.,Research Scientist,A reduction in job opportunities caused by automation,0.4,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.4098,,,,,,
India,26-41,1,Master's degree,Male,Research & Development,Government agency,"1,001-3,000",Scientists,Others avg.,Research Scientist,Advanced information warfare,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
India,26-41,1,Master's degree,Male,Technology,Commercial (for-profit) entity,"10,001",Other,Others avg.,Developer,,,,,,,,,,,
Kenya,26-41,1,Bachelor's degree,Male,Energy,Commercial (for-profit) entity,"1,001-3,000",Business professional,Others avg.,Line-of-Business Manager,,,,,,,,,,,
Germany,42-57,1,Doctoral degree,Male,Consulting,Commercial (for-profit) entity,"10,001",Data science,Data science,Data Scientist,Advanced information warfare,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
Botswana,18-25,1,Bachelor's degree,Male,Finance,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Business Analyst,,,,,,,,,,,
Algeria,26-41,1,Some college,Other,Automotive,Not-for-profit organization,"201-1,000",Data science,Data science,Data Scientist,,,,,,,,,,,
Philippines,42-57,1,Master's degree,Female,Retail,Commercial (for-profit) entity,"5,001-10,000",Other,Others avg.,Other (please indicate below),Advanced information warfare,0.3,0.03877471888,Further innovation in the open-source data science community,0.3448,,,,,,
South Africa,26-41,1,Master's degree,Male,Finance,Commercial (for-profit) entity,1-200,Other,Others avg.,Developer,A reduction in job opportunities caused by automation,0.3,0.03877471888,More resources given to data science teams within organizations,0.3448,,,,,,
Germany,42-57,1,Doctoral degree,Male,Government,Government agency,"1,001-3,000",Business professional,Others avg.,Product Manager,Advanced information warfare,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
Switzerland,42-57,1,Doctoral degree,Female,Manufacturing,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Scientist,,,,,,,,,,,
Germany,42-57,1,Doctoral degree,Female,,Commercial (for-profit) entity,,Other,Others avg.,Other (please indicate below),,,,,,,,,,,
India,26-41,1,Master's degree,Female,Finance,Commercial (for-profit) entity,"10,001",Business professional,Others avg.,Business Analyst,,,,,,,,,,,
Germany,26-41,1,Master's degree,Male,,Educational institution,,Scientists,Others avg.,Research Scientist,,,,,,,,,,,
Germany,26-41,1,Master's degree,Male,Retail,Commercial (for-profit) entity,"201-1,000",Data science,Data science,ML Engineer,Impacts to individual privacy,0.2,0.2,Further innovation in vendor-specific data science products,0.1678,,,,,,
Germany,58-67,1,Doctoral degree,Male,,Commercial (for-profit) entity,,Other,Others avg.,Other (please indicate below),,,,,,,,,,,
India,18-25,1,Master's degree,Male,Research & Development,Commercial (for-profit) entity,"10,001",Scientists,Others avg.,Research Scientist,Advanced information warfare,0.4,0.03877471888,More resources given to data science teams within organizations,0.4098,,,,,,
Nigeria,26-41,1,Bachelor's degree,Male,Energy,Commercial (for-profit) entity,1-200,Scientists,Others avg.,Applied Scientist,,,,,,,,,,,
United States,26-41,1,Bachelor's degree,Male,Professional Services,Commercial (for-profit) entity,"201-1,000",Other,Others avg.,Developer,,,,,,,,,,,
United Kingdom,58-67,1,Doctoral degree,Male,Research & Development,Commercial (for-profit) entity,1-200,Scientists,Others avg.,Applied Scientist,Social impacts from bias in data and models,0.4,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.4098,,,,,,
China,26-41,1,Doctoral degree,Other,,Commercial (for-profit) entity,,Data science,Data science,Data Scientist,,,,,,,,,,,
Sweden,26-41,1,Master's degree,Female,,Educational institution,,Other,Others avg.,Other (please indicate below),,,,,,,,,,,
Turkey,42-57,1,Master's degree,Male,Government,Government agency,"3,001-5,000",Business professional,Others avg.,Business Analyst,A reduction in job opportunities caused by automation,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
India,42-57,1,Master's degree,Male,Technology,Commercial (for-profit) entity,"10,001",Business professional,Others avg.,Line-of-Business Manager,Social impacts from bias in data and models,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,26-41,1,Bachelor's degree,Female,Electronics,Commercial (for-profit) entity,"201-1,000",Operations,Others avg.,System Administrator,,,,,,,,,,,
India,18-25,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Business Analyst,Lack of diversity and inclusion in the profession,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
Kenya,18-25,1,Bachelor's degree,Female,,,,Education,Others avg.,Student,Social impacts from bias in data and models,0.2,0.03877471888,More resources given to data science teams within organizations,0.1931,,,,,,
Bahrain,26-41,1,Bachelor's degree,Male,,Commercial (for-profit) entity,,Other,Others avg.,Developer,,,,,,,,,,,
Germany,26-41,1,Master's degree,Female,Research & Development,Government agency,"1,001-3,000",Data science,Data science,ML Engineer,,,,,,,,,,,
India,18-25,1,Some college,Male,,,,Education,Others avg.,Student,Social impacts from bias in data and models,0.2,0.03877471888,More resources given to data science teams within organizations,0.1931,,,,,,
Korea South,58-67,1,Master's degree,Male,Retail,Not-for-profit organization,1-200,Business professional,Others avg.,Line-of-Business Manager,A reduction in job opportunities caused by automation,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
Norway,42-57,1,Doctoral degree,Male,,Not-for-profit organization,,Scientists,Others avg.,Research Scientist,,,,,,,,,,,
Canada,26-41,1,Bachelor's degree,Female,,Educational institution,,Scientists,Others avg.,Research Scientist,,,,,,,,,,,
United Kingdom,26-41,1,Master's degree,Male,Finance,Commercial (for-profit) entity,1-200,Data science,Data science,Data Scientist,,,,,,,,,,,
Austria,42-57,1,Doctoral degree,Male,Technology,Not-for-profit organization,"201-1,000",Business professional,Others avg.,Line-of-Business Manager,,,,,,,,,,,
United Kingdom,42-57,1,Doctoral degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Other (please indicate below),0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
India,18-25,1,Some college,Male,,,,Other,Others avg.,Developer,,,,,,,,,,,
Malaysia,18-25,1,Some college,Male,,,,Education,Others avg.,Student,,,,,,,,,,,
Austria,42-57,1,Doctoral degree,Male,Electronics,Commercial (for-profit) entity,"10,001",Scientists,Others avg.,Applied Scientist,Impacts to individual privacy,0.4,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.4098,,,,,,
Nigeria,18-25,1,High School or equivalent,Male,,,,Education,Others avg.,Student,Lack of diversity and inclusion in the profession,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
Turkey,18-25,1,High School or equivalent,Male,,Educational institution,,Education,Others avg.,Student,,,,,,,,,,,
India,26-41,1,Bachelor's degree,Male,Finance,Commercial (for-profit) entity,"10,001",Operations,Others avg.,DevOps,A reduction in job opportunities caused by automation,0.6,0.03877471888,Further innovation in vendor-specific data science products,0.5882,,,,,,
Kenya,26-41,1,Master's degree,Male,Healthcare,Not-for-profit organization,"201-1,000",Data science,Data science,Data Scientist,,,,,,,,,,,
Dominican Republic,26-41,1,Master's degree,Male,Pharmaceutical,Commercial (for-profit) entity,"1,001-3,000",Other,Others avg.,Other (please indicate below),,,,,,,,,,,
United States,42-57,1,Master's degree,Male,Finance,Commercial (for-profit) entity,"3,001-5,000",Business professional,Others avg.,Line-of-Business Manager,Other (please indicate below),0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
Italy,68-100,1,Bachelor's degree,Male,Consulting,Commercial (for-profit) entity,1-200,Data science,Data science,Data Scientist,Lack of diversity and inclusion in the profession,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
India,18-25,1,Bachelor's degree,Male,,Commercial (for-profit) entity,,Other,Others avg.,Developer,,,,,,,,,,,
